Publication,Code,AdditionalTaxonomicInfo,Genus,Species,CurrentGenus,CurrentSpecies,ForamEcogroup,EcoGroupPub,,Sample Name,Mineralogy,Lab,Forams,MarineMetazoa,Teeth,NaturalSynthetic,Mollusk,Lake,Corals,N,D47,D47error,Temperature_C,Temperature,TempError_C,TempError,d18O water,d18O water SD,Acid T,pH,Source,,,,,,,,,
2014,Tang,,,,,,,,,C19,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.614,0.005,5.0,12.925,0.5,0.046,,,100,8.3,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C30,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.585,0.024,25.0,11.249,0.5,0.038,,,100,8.3,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C22,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.677,0.004,5.0,12.925,0.5,0.046,,,90,8.5,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C54,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.565,0.014,25.0,11.249,0.5,0.038,,,100,8.3,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C57,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.553,0.005,25.0,11.249,0.5,0.038,,,100,8.3,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C58,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.595,0.008,25.0,11.249,0.5,0.038,,,90,8.3,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C29,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.565,0.006,25.0,11.249,0.5,0.038,,,100,8.3,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C32,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.590,0.007,25.0,11.249,0.5,0.038,,,90,8.3,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C6,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.528,0.047,40.0,10.198,0.5,0.032,,,100,9,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C34,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.558,0.006,25.0,11.249,0.5,0.038,,,90,8.3,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C7,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.590,0.057,40.0,10.198,0.5,0.032,,,100,9,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C15,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.510,0.030,40.0,10.198,0.5,0.032,,,100,8.5,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C24,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.649,0.001,5.0,12.925,0.5,0.046,,,90,8.3,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C45,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.537,0.061,40.0,10.198,0.5,0.032,,,100,8.3,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C44,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.587,0.000,40.0,10.198,0.5,0.032,,,100,8.3,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C12,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.521,0.014,40.0,10.198,0.5,0.032,,,100,8.3,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C9,C,Tulane,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.515,0.000,40.0,10.198,0.5,0.032,,,100,9,Petersen,,,,,,,,,
2014,Tang,,,,,,,,,C10,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.563,0.006,40.0,10.198,0.5,0.032,,,,,,,,,,,,,,
2014,Tang,,,,,,,,,C22,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.661,0.003,5.0,12.925,0.5,0.046,,,,,,,,,,,,,,
2014,Tang,,,,,,,,,C24,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.684,0.010,5.0,12.925,0.5,0.046,,,,,,,,,,,,,,
2014,Tang,,,,,,,,,C26,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.676,0.007,5.0,12.925,0.5,0.046,,,,,,,,,,,,,,
2014,Tang,,,,,,,,,C27,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.675,0.007,5.0,12.925,0.5,0.046,,,,,,,,,,,,,,
2014,Tang,,,,,,,,,C32,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.685,0.013,25.0,11.249,0.5,0.038,,,,,,,,,,,,,,
2014,Tang,,,,,,,,,C34,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,1,0.688,0.014,25.0,11.249,0.5,0.038,,,,,,,,,,,,,,
2014,Tang,,,,,,,,,C48,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.667,0.004,5.0,12.925,0.5,0.046,,,,,,,,,,,,,,
2014,Tang,,,,,,,,,C49,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.660,0.006,5.0,12.925,0.5,0.046,,,,,,,,,,,,,,
2014,Tang,,,,,,,,,C49 70C,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,24,0.655,0.005,5.0,12.925,0.5,0.046,,,,,,,,,,,,,,
2014,Tang,,,,,,,,,C50,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.667,0.004,5.0,12.925,0.5,0.046,,,,,,,,,,,,,,
2014,Tang,,,,,,,,,C52,C,UCLATripati,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.598,0.002,25.0,11.249,0.5,0.038,,,,,,,,,,,,,,
2017,Kelson,,,,,,,,,140516_2_UWcp14_50C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.560,0.014,47.0,9.756,0.4,0.022,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140522_2_UWcp14_80C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.475,0.005,77.0,8.156,0.4,0.017,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140522_3_UWcp14_21C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.612,0.008,22.0,11.479,0.2,0.017,,,25/90,,,,,,,,,,,
2017,Kelson,,,,,,,,,140527_4_UWcp14_50C_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.532,0.011,51.0,9.517,0.4,0.021,,,25/90,,,,,,,,,,,
2017,Kelson,,,,,,,,,140603_8_UWcp14_50C_CA_3,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.523,0.022,56.0,9.230,0.6,0.035,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140606_1_UWcp14_70C_CA_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.500,0.012,74.0,8.298,1.0,0.045,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140625_1_UWcp14_24C_CA_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.594,0.008,24.0,11.325,0.8,0.058,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140721_7_UWcp14_80C_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.472,0.011,78.0,8.110,1.3,0.059,,,25/90,,,,,,,,,,,
2017,Kelson,,,,,,,,,140723_7_UWcp14_40C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.538,0.012,43.0,10.005,1.5,0.092,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140725_1_UWcp14_70C_2,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.520,0.012,71.0,8.443,0.5,0.022,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140727_1_UWcp14_50C_3,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.555,0.018,49.0,9.636,0.1,0.007,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140802_1_UWcp14_70C_4,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.492,0.006,72.0,8.394,0.4,0.021,,,25/90,,,,,,,,,,,
2017,Kelson,,,,,,,,,140802_3_UWcp14_20C_4,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.609,0.020,23.0,11.402,0.3,0.025,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140804_3_UWcp14_20C_9,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,7,0.606,0.008,23.0,11.402,0.3,0.025,,,25/90,,,,,,,,,,,
2017,Kelson,,,,,,,,,140804_5_UWcp14_20C_CA_5,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.624,0.001,23.0,11.402,0.3,0.025,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140805_12_UWcp14_70C_CA_5,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.478,0.008,70.0,8.492,1.0,0.049,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140805_14_UWcp14_50C_5,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.542,0.005,48.0,9.696,0.8,0.046,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140806_12_UWcp14_50C_4,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.556,0.015,47.0,9.756,1.3,0.080,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140807_11_UWcp14_20C_10,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.598,0.004,24.0,11.325,0.4,0.033,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140813_1_UWcp14_60C_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.497,0.015,61.0,8.956,0.9,0.046,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140813_6_UWcp14_20C_CA_11,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.627,0.009,23.0,11.402,0.3,0.026,,,25/90,,,,,,,,,,,
2017,Kelson,,,,,,,,,140814_1_UWcp14_60C_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.528,0.015,66.0,8.694,2.3,0.117,,,25/90,,,,,,,,,,,
2017,Kelson,,,,,,,,,140814_4_UWcp14_35C_1,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.591,0.007,35.0,10.531,0.7,0.048,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,140820_1_UWcp14_70C_CA_4,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.484,0.007,71.0,8.443,1.0,0.049,,,25/90,,,,,,,,,,,
2017,Kelson,,,,,,,,,140820_5_UWcp14_50C_7,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.528,0.006,54.0,9.343,2.0,0.112,,,25/90,,,,,,,,,,,
2017,Kelson,,,,,,,,,140820_9_UWcp14_50C_8,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.544,0.015,46.0,9.818,0.3,0.020,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,141013_2_UWcp14_80C_3,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.455,0.015,80.0,8.018,0.6,0.029,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,141014_2_UWcp14_70C_DS2,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,8,0.496,0.012,72.0,8.394,0.4,0.018,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,141014_3_UWcp14_80C_DS,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.450,0.018,86.0,7.753,0.0,0.002,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,141117_3_50C_CA_10,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.529,0.013,50.0,9.576,0.7,0.044,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,141121_6_UWcp14_50C_CA_9,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.539,0.007,49.0,9.636,0.5,0.032,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,141121_8_UWcp14_50C_DS2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.523,0.011,51.0,9.517,0.3,0.018,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,141209_5_UWcp14_4C_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.674,0.023,6.0,12.833,0.1,0.005,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,141209_8_UWcp14_8C_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.663,0.021,9.0,12.561,0.1,0.011,,,25/90,,,,,,,,,,,
2017,Kelson,,,,,,,,,141210_3_UWcp14_20C_DS,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.624,0.009,26.0,11.174,0.7,0.054,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,141210_5_UWcp14_50C_DS,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.523,0.005,55.0,9.287,0.3,0.018,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,141212_5_UWcp14_8C_3,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.652,0.014,9.0,12.561,0.1,0.011,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,141218_4_UWcp14_4C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.684,0.015,6.0,12.833,0.1,0.005,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,141218_6_UWcp14_3C_2,unkn,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.670,0.006,9.0,12.561,1.7,0.147,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,150122_2_4C_4,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.639,0.010,6.0,12.833,0.1,0.005,,,25/90,,,,,,,,,,,
2017,Kelson,,,,,,,,,150122_5_20C_CA_13,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,5,0.619,0.005,24.0,11.325,1.0,0.078,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,150122_7_4C_3,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.652,0.002,6.0,12.833,0.1,0.005,,,25/90,,,,,,,,,,,
2017,Kelson,,,,,,,,,150205_8_8C_CA_4,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.644,0.006,9.0,12.561,0.1,0.011,,,25/90,,,,,,,,,,,
2017,Kelson,,,,,,,,,150212_6_8C_1,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.668,0.007,9.0,12.561,0.1,0.011,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,150212_7_20C_G_14,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.606,0.006,21.0,11.557,0.5,0.038,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,150309_2_4C_5,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.656,0.017,6.0,12.833,0.1,0.005,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,150309_7_8C_CA_5,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.662,0.009,13.0,12.213,0.1,0.010,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,150410_3_20C_Z_15,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.648,0.007,20.0,11.636,1.5,0.114,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,150410_6_20C_CA_16,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.654,0.009,23.0,11.402,0.4,0.032,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,150422_7_4C_6,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.684,0.004,6.0,12.833,0.1,0.005,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,150601_4_20C_Z_2,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.626,0.015,22.0,11.479,0.2,0.013,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,150601_8_8C_6,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.675,0.002,9.0,12.561,0.2,0.013,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,150618_4_50C_Z_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.534,0.014,50.0,9.576,0.8,0.049,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,150618_6_30C_Z_1,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.549,0.016,36.0,10.463,0.5,0.033,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,150618_7_4C_Z_3,C,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.669,0.010,4.0,13.019,0.3,0.031,,,25/90,,Petersen,,,,,,,,,
2017,Kelson,,,,,,,,,150715_11_50C_Z_2,A,UW,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.541,0.014,50.0,9.576,1.0,0.059,,,25/90,,Petersen,,,,,,,,,
2015,Kele,Bivalve,Arctica,Arctica islandica,Arctica,Arctica islandica,,,,Artic Islandica,A,ETH,NonForaminifera,1,2,Natural,Mollusk,Non-lake,NonCorals,12,0.665,0.013,6.0,12.833,1.0,0.091,,,70,,Bernasconi,,,,,,,,,
2015,Kele,Brachiopod,Dyscolia,Dyscolia wyvillei,Dyscolia,Dyscolia wyvillei,,,,Dyscolia,C,ETH,NonForaminifera,1,2,Natural,NonMollusk,Non-lake,NonCorals,36,0.647,0.008,10.0,12.473,1.0,0.088,,,70,,Bernasconi,,,,,,,,,
2015,Kele,Eggshell,Struthio,Struthio camelus,Struthio,Struthio camelus,,,,Ostrich,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,36,0.568,0.006,38.0,10.329,0.6,0.040,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Acqua Borra,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,30,0.565,0.012,36.1,10.456,0.1,0.007,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Tra-1 Bagnoli,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,32,0.591,0.008,23.7,11.348,0.1,0.008,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Tra 1,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,30,0.542,0.006,44.6,9.904,0.1,0.006,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Buk-4,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,28,0.530,0.008,54.9,9.292,0.1,0.006,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Canarian,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,29,0.566,0.010,33.8,10.614,0.1,0.007,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Cannatopa tufa,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,29,0.653,0.006,11.0,12.385,0.1,0.009,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Igal,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,30,0.469,0.007,75.0,8.250,0.1,0.005,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Kor 13/0,A,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,36,0.461,0.006,79.2,8.055,0.1,0.005,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,La Pigna tufa,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,31,0.643,0.008,12.5,12.256,0.1,0.009,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,P5 summer,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,38,0.637,0.006,12.0,12.299,0.1,0.009,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,P5 winter,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,43,0.637,0.008,5.6,12.870,0.1,0.009,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Palagio,A,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,30,0.599,0.008,22.7,11.425,0.1,0.008,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Piscine Carletti 8.1,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,30,0.511,0.007,57.9,9.125,0.1,0.006,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Rapolano Terme,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,28,0.574,0.009,28.0,11.026,0.1,0.007,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Sarteano tufa,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,29,0.609,0.006,20.7,11.581,0.1,0.008,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Szal-15,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,30,0.666,0.007,12.1,12.290,0.1,0.009,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Szal-2,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,27,0.664,0.006,10.1,12.464,0.1,0.009,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Szal-6,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,29,0.642,0.007,11.0,12.385,0.1,0.009,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,SZ 2/2,A,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,28,0.473,0.008,70.9,8.448,0.1,0.005,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Tra 6,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,28,0.580,0.006,41.2,10.120,0.1,0.006,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Tura,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,30,0.416,0.011,95.0,7.378,0.1,0.004,,,70,,Bernasconi,,,,,,,,,
2015,Kele,,,,,,,,,Yellowstone slide NG-2,C,ETH,NonForaminifera,2,2,Natural,NonMollusk,Non-lake,NonCorals,29,0.504,0.006,60.4,8.988,0.1,0.005,,,70,,Bernasconi,,,,,,,,,
2015,Kluge,,,,,,,,,4-50C-NoSalt,mix,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.541,0.019,49.6,9.600,0.5,0.030,,,70/90,,Petersen,,,,,,,,,
2015,Kluge,,,,,,,,,NA2-25C-Salt,mix,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.611,0.010,25.7,11.197,0.5,0.037,,,70/90,,Petersen,,,,,,,,,
2015,Kluge,,,,,,,,,2-25C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.611,0.011,25.7,11.197,0.5,0.037,,,70/90,,Petersen,,,,,,,,,
2015,Kluge,,,,,,,,,NA5-50C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.526,0.003,49.6,9.600,0.5,0.030,,,70/90,,Petersen,,,,,,,,,
2015,Kluge,,,,,,,,,6-70C-NoSalt,mix,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,2,0.499,0.031,69.9,8.497,0.5,0.025,,,70/90,,Petersen,,,,,,,,,
2015,Kluge,,,,,,,,,9-90C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.458,0.015,91.0,7.541,0.5,0.021,,,70/90,,Petersen,,,,,,,,,
2015,Kluge,,,,,,,,,NA9-90C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,4,0.450,0.020,91.0,7.541,0.5,0.021,,,70/90,,Petersen,,,,,,,,,
2015,Kluge,,,,,,,,,NA7-70C-Salt,V,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,3,0.502,0.004,69.9,8.497,0.5,0.025,,,70/90,,Petersen,,,,,,,,,
2015,Kluge,,,,,,,,,8-80C-NoSalt,C,ImperialCollegeLondon,NonForaminifera,2,2,Synthetic,NonMollusk,Non-lake,NonCorals,6,0.468,0.013,79.9,8.023,0.5,0.023,,,70/90,,Petersen,,,,,,,,,
